,Name,Latitude,Longitude,location
153,Starbucks,38.88,-77.17,"{'type': 'Point', 'coordinates': [-77.17, 38.88]}"
154,Starbucks,38.88,-77.17,"{'type': 'Point', 'coordinates': [-77.17, 38.88]}"
155,Starbucks,38.99,-77.1,"{'type': 'Point', 'coordinates': [-77.1, 38.99]}"
156,Starbucks,38.79,-77.01,"{'type': 'Point', 'coordinates': [-77.01, 38.79]}"
157,Starbucks,38.79,-77.0,"{'type': 'Point', 'coordinates': [-77, 38.79]}"
158,Starbucks,39.0,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 39]}"
159,Starbucks,38.84,-77.16,"{'type': 'Point', 'coordinates': [-77.16, 38.84]}"
160,Starbucks,38.98,-76.94,"{'type': 'Point', 'coordinates': [-76.94, 38.98]}"
161,Starbucks,38.78,-77.02,"{'type': 'Point', 'coordinates': [-77.02, 38.78]}"
162,Starbucks,38.78,-77.06,"{'type': 'Point', 'coordinates': [-77.06, 38.78]}"
163,Starbucks,38.93,-77.18,"{'type': 'Point', 'coordinates': [-77.18, 38.93]}"
164,Starbucks,38.93,-77.18,"{'type': 'Point', 'coordinates': [-77.18, 38.93]}"
165,Starbucks,38.89,-77.19,"{'type': 'Point', 'coordinates': [-77.19, 38.89]}"
166,Starbucks,38.8,-77.13,"{'type': 'Point', 'coordinates': [-77.13, 38.8]}"
167,Starbucks,38.94,-77.18,"{'type': 'Point', 'coordinates': [-77.18, 38.94]}"
168,Starbucks,38.82,-77.16,"{'type': 'Point', 'coordinates': [-77.16, 38.82]}"
169,Starbucks,38.85,-76.89,"{'type': 'Point', 'coordinates': [-76.89, 38.85]}"
170,Starbucks,39.02,-77.01,"{'type': 'Point', 'coordinates': [-77.01, 39.02]}"
171,Starbucks,38.9,-77.2,"{'type': 'Point', 'coordinates': [-77.2, 38.9]}"
172,Starbucks,38.77,-77.08,"{'type': 'Point', 'coordinates': [-77.08, 38.77]}"
173,Starbucks,38.92,-77.2,"{'type': 'Point', 'coordinates': [-77.2, 38.92]}"
174,Starbucks,38.87,-77.2,"{'type': 'Point', 'coordinates': [-77.2, 38.87]}"
175,Starbucks,39.02,-76.98,"{'type': 'Point', 'coordinates': [-76.98, 39.02]}"
176,Starbucks,38.84,-76.88,"{'type': 'Point', 'coordinates': [-76.88, 38.84]}"
177,Starbucks,51.51,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.51]}"
178,Starbucks,51.51,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.51]}"
179,Starbucks,51.51,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.51]}"
180,Starbucks,51.51,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.51]}"
181,Starbucks,51.51,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.51]}"
182,Starbucks,51.51,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.51]}"
183,Starbucks,51.51,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.51]}"
184,Starbucks,51.51,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.51]}"
185,Starbucks,51.51,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.51]}"
186,Starbucks,51.5,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.5]}"
187,Starbucks,51.5,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.5]}"
188,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
189,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
190,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
191,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
192,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
193,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
194,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
195,Starbucks,51.51,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.51]}"
196,Starbucks,51.5,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.5]}"
197,Starbucks,51.51,-0.11,"{'type': 'Point', 'coordinates': [-0.11, 51.51]}"
198,Starbucks,51.52,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.52]}"
199,Starbucks,51.52,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.52]}"
200,Starbucks,51.52,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.52]}"
201,Starbucks,51.52,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.52]}"
202,Starbucks,51.52,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.52]}"
203,Starbucks,51.52,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.52]}"
204,Starbucks,51.52,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.52]}"
205,Starbucks,51.52,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.52]}"
206,Starbucks,51.5,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.5]}"
207,Starbucks,51.5,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.5]}"
208,Starbucks,51.5,-0.11,"{'type': 'Point', 'coordinates': [-0.11, 51.5]}"
209,Starbucks,51.52,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.52]}"
210,Starbucks,51.52,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.52]}"
211,Starbucks,51.52,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.52]}"
212,Starbucks,51.52,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.52]}"
213,Starbucks,51.52,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.52]}"
214,Starbucks,51.52,-0.11,"{'type': 'Point', 'coordinates': [-0.11, 51.52]}"
215,Starbucks,51.51,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.51]}"
216,Starbucks,51.51,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.51]}"
217,Starbucks,51.51,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.51]}"
218,Starbucks,51.51,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.51]}"
219,Starbucks,51.51,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.51]}"
220,Starbucks,51.51,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.51]}"
221,Starbucks,51.51,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.51]}"
222,Starbucks,51.51,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.51]}"
223,Starbucks,51.51,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.51]}"
224,Starbucks,51.51,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.51]}"
225,Starbucks,51.51,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.51]}"
226,Starbucks,51.49,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.49]}"
227,Starbucks,51.49,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.49]}"
228,Starbucks,51.52,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.52]}"
229,Starbucks,51.52,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.52]}"
230,Starbucks,51.52,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.52]}"
231,Starbucks,51.52,-0.1,"{'type': 'Point', 'coordinates': [-0.1, 51.52]}"
232,Starbucks,51.51,-0.16,"{'type': 'Point', 'coordinates': [-0.16, 51.51]}"
233,Starbucks,51.53,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.53]}"
234,Starbucks,51.53,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.53]}"
235,Starbucks,51.53,-0.13,"{'type': 'Point', 'coordinates': [-0.13, 51.53]}"
236,Starbucks,51.53,-0.12,"{'type': 'Point', 'coordinates': [-0.12, 51.53]}"
237,Starbucks,51.51,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.51]}"
238,Starbucks,51.51,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.51]}"
239,Starbucks,51.51,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.51]}"
240,Starbucks,51.51,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.51]}"
241,Starbucks,51.51,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.51]}"
242,Starbucks,51.5,-0.16,"{'type': 'Point', 'coordinates': [-0.16, 51.5]}"
243,Starbucks,51.53,-0.14,"{'type': 'Point', 'coordinates': [-0.14, 51.53]}"
244,Starbucks,51.53,-0.11,"{'type': 'Point', 'coordinates': [-0.11, 51.53]}"
245,Starbucks,51.53,-0.11,"{'type': 'Point', 'coordinates': [-0.11, 51.53]}"
246,Starbucks,51.5,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.5]}"
247,Starbucks,51.5,-0.09,"{'type': 'Point', 'coordinates': [-0.09, 51.5]}"
248,Starbucks,51.49,-0.15,"{'type': 'Point', 'coordinates': [-0.15, 51.49]}"
